Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.1,+2.8,Adelina GAVRILĂ,1978-11-26,ROU,"Népstadion, Budapest (HUN)",1998-08-19,triple jump,19,F,0
14.1,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Avezzano (ITA),1998-08-29,triple jump,19,F,0
14.1,0.0,Maria Constanza MORONI,1969-09-29,ITA,Roma (ITA) (i),1999-01-23,triple jump,29,F,1
14.1,0.0,Anja VALANT-VELEPEC,1977-09-08,SLO,Celje (SLO) (i),1999-02-06,triple jump,21,F,1
14.1,0.0,Natalya KAYUKOVA,1966-12-10,RUS,Moskva (RUS) (i),1999-02-18,triple jump,32,F,1
14.1,-0.5,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Rio de Janeiro (BRA),1999-04-25,triple jump,27,F,0
14.1,0.0,Tatyana DROZDOVA,1975-02-07,RUS,Moskva (RUS),1999-05-15,triple jump,24,F,0
14.1,-0.3,Francoise MBANGO ETONE,1976-04-14,CMR,Niort (FRA),1999-07-31,triple jump,23,F,0
14.1,-0.9,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Zürich (SUI),1999-08-11,triple jump,28,F,0
14.1,+0.1,Olena HOVOROVA,1973-09-18,UKR,Kyiv (UKR),1999-09-24,triple jump,26,F,0
14.1,+0.9,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Kalamata (GRE),2000-06-04,triple jump,29,F,0
14.1,+0.9,Yelena OLEYNIKOVA,1976-12-09,RUS,Tula (RUS),2000-07-23,triple jump,23,F,0
14.1,+0.9,Carlota CASTREJANA,1973-04-25,ESP,Pamplona (ESP),2000-07-29,triple jump,27,F,0
14.1,+0.9,Mariya SOKOVA,1970-09-02,UZB,Lappeenranta (FIN),2000-08-13,triple jump,29,F,0
14.1,+0.2,Ruiping REN,1976-02-01,CHN,Beijing (CHN),2000-08-18,triple jump,24,F,0
14.1,+0.3,Camilla JOHANSSON,1976-11-03,SWE,Brisbane (AUS),2000-09-17,triple jump,23,F,0
14.1,+1.6,Olena HOVOROVA,1973-09-18,UKR,"Kallithea, Athina (GRE)",2001-06-09,triple jump,27,F,0
14.1,+2.5,Natallia SAFRONAVA,1974-04-11,BLR,"Weserstadion, Bremen (GER)",2001-06-23,triple jump,27,F,0
14.1,+1.8,Lingmei WU,1973-02-16,CHN,Chengdu (CHN),2001-07-01,triple jump,28,F,0
14.1,-1.1,Nadezhda ALYOKHINA,1978-09-22,RUS,Tula (RUS),2001-07-13,triple jump,22,F,0
14.1,-0.6,Ashia HANSEN,1971-12-05,GBR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-10,triple jump,29,F,0
14.1,-0.2,Olena HOVOROVA,1973-09-18,UKR,Melbourne (AUS),2001-09-09,triple jump,27,F,0
14.1,0.0,Nadezhda ALYOKHINA,1978-09-22,RUS,Liévin (FRA) (i),2002-02-24,triple jump,23,F,1
14.1,+0.5,Viktoriya GUROVA,1982-05-22,RUS,Tula (RUS),2002-06-01,triple jump,20,F,0
14.1,+0.2,Anastasiya ILYINA,1982-01-16,RUS,"Stadion Juliska, Praha (CZE)",2002-06-17,triple jump,20,F,0
14.1,0.0,Yelena LEBEDYENKO,1971-01-16,RUS,Moskva (RUS),2002-07-06,triple jump,31,F,0
14.1,0.0,Irina VASILYEVA,1979-04-09,RUS,Cheboksary (RUS),2002-07-12,triple jump,23,F,0
14.1,0.0,Qiuyan HUANG,1980-01-25,CHN,Tiantai (CHN),2002-10-27,triple jump,22,F,0
14.1,0.0,Anna PYATYKH,1981-04-04,RUS,Moskva (RUS) (i),2003-02-26,triple jump,21,F,1
14.1,0.0,Carlota CASTREJANA,1973-04-25,ESP,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,triple jump,29,F,1
14.1,+4.2,Olga VASDEKI,1973-09-26,GRE,Valencia (ESP),2003-05-24,triple jump,29,F,0
14.1,+1.4,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Praha (CZE),2003-05-31,triple jump,32,F,0
14.1,0.0,Natalia KILPELÄINEN,1970-03-18,FIN,Petrozavodsk (RUS),2003-06-07,triple jump,33,F,0
14.1,+0.7,Oksana ROGOVA,1978-10-07,RUS,Moskva (RUS),2003-07-27,triple jump,24,F,0
14.1,+0.4,Yelena IVANOVA,1979-03-16,RUS,Lappeenranta (FIN),2003-08-03,triple jump,24,F,0
14.1,+0.6,Heli KOIVULA-KRUGER,1975-06-27,FIN,"Stade de France, Paris-St-Denis (FRA)",2003-08-24,triple jump,28,F,0
14.1,0.0,Natallia SAFRONAVA,1974-04-11,BLR,Minsk (BLR),2004-06-02,triple jump,30,F,0
14.1,+1.9,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Praha (CZE),2004-06-05,triple jump,33,F,0
14.1,0.0,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2004-06-24,triple jump,19,F,0
14.1,+0.4,Liliana ZAGACKA,1977-01-28,POL,Bydgoszcz (POL),2004-07-04,triple jump,27,F,0
14.1,+1.0,Anastasiya ZHURAVLYEVA,1981-10-09,UZB,Thessaloniki (GRE),2004-07-19,triple jump,22,F,0
14.1,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Moskva (RUS) (i),2005-01-22,triple jump,28,F,1
14.1,0.0,Oksana ROGOVA,1978-10-07,RUS,Moskva (RUS) (i),2005-01-22,triple jump,26,F,1
14.1,+1.2,Irene DIMITRAKI,1980-08-08,GRE,Torino (ITA),2005-06-03,triple jump,24,F,0
14.1,0.0,Svetlana BOLSHAKOVA,1984-10-14,RUS,Tula (RUS),2005-06-15,triple jump,20,F,0
14.1,+1.0,Tetyana DYACHENKO,1986-01-25,UKR,Tula (RUS),2005-06-26,triple jump,19,F,0
14.1,-1.0,Irene DIMITRAKI,1980-08-08,GRE,Sparti (GRE),2005-07-27,triple jump,24,F,0
14.1,0.0,Snežana VUKMIROVIČ,1982-08-19,SLO,Rovereto (ITA),2005-08-31,triple jump,23,F,0
14.1,0.0,Limei XIE,1986-06-27,CHN,Beijing (CHN) (i),2006-02-24,triple jump,19,F,1
14.1,0.0,Carlota CASTREJANA,1973-04-25,ESP,San Sebastián (ESP) (i),2006-02-25,triple jump,32,F,1
14.1,+2.2,Yelena OLEYNIKOVA,1976-12-09,RUS,Tula (RUS),2006-06-11,triple jump,29,F,0
14.1,-0.8,Oksana ROGOVA,1978-10-07,RUS,"Meteor, Zhukovskiy (RUS)",2006-06-24,triple jump,27,F,0
14.1,-0.7,Olha SALADUKHA,1983-06-04,UKR,"Estadio Ciudad de Málaga, Málaga (ESP)",2006-06-28,triple jump,23,F,0
14.1,+1.7,Natalia KILPELÄINEN,1970-03-18,FIN,Jämsä (FIN),2006-07-01,triple jump,36,F,0
14.1,0.0,Tetyana DYACHENKO,1986-01-25,UKR,Mykolaiv (UKR),2006-07-09,triple jump,20,F,0
14.1,+0.2,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2007-01-25,triple jump,23,F,0
14.1,0.0,Oksana UDMURTOVA,1982-02-01,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2007-03-02,triple jump,25,F,1
14.1,+0.4,Yudelkis FERNÁNDEZ,1985-02-28,CUB,La Habana (CUB),2007-03-17,triple jump,22,F,0
14.1,+1.3,Dana VELĎÁKOVÁ,1981-06-03,SVK,Dubnica nad Váhom (SVK),2007-05-27,triple jump,25,F,0
14.1,+1.1,Qian LI,1985-10-20,CHN,Urumqi (CHN),2007-09-20,triple jump,21,F,0
14.1,+1.6,Magdelín MARTÍNEZ,1976-02-10,ITA,Zaragoza (ESP),2008-05-31,triple jump,32,F,0
14.1,+0.4,Natallia SAFRONAVA,1974-04-11,BLR,Brest (BLR),2008-05-31,triple jump,34,F,0
14.1,-0.5,Petya DACHEVA,1985-03-10,BUL,Plovdiv (BUL),2008-06-01,triple jump,23,F,0
14.1,+0.8,Shakeema WALKER-WELSCH,1976-11-10,USA,"Chula Vista, CA (USA)",2008-06-13,triple jump,31,F,0
14.1,0.0,Irene DIMITRAKI,1980-08-08,GRE,Athina (GRE),2008-06-15,triple jump,27,F,0
14.1,+2.4,Carolina KLÜFT,1983-02-02,SWE,Istanbul (TUR),2008-06-21,triple jump,25,F,0
14.1,0.0,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2008-06-27,triple jump,25,F,0
14.1,+1.2,Dana VELĎÁKOVÁ,1981-06-03,SVK,Heusden-Zolder (BEL),2008-07-20,triple jump,27,F,0
14.1,-1.3,Carolina KLÜFT,1983-02-02,SWE,Karlstad (SWE),2008-07-28,triple jump,25,F,0
14.1,0.0,Natalya ALEKSEYEVA,1986-11-28,RUS,Moskva (RUS) (i),2009-02-15,triple jump,22,F,1
14.1,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,Bratislava (SVK) (i),2009-02-21,triple jump,27,F,1
14.1,0.0,Joanna SKIBIŃSKA,1985-02-21,POL,Spala (POL) (i),2009-02-22,triple jump,24,F,1
14.1,-0.7,Gisele LIMA DE OLIVEIRA,1980-08-01,BRA,Uberlandia (BRA),2009-05-20,triple jump,28,F,0
14.1,-1.1,Dana VELĎÁKOVÁ,1981-06-03,SVK,Dubnica nad Váhom (SVK),2009-05-31,triple jump,27,F,0
14.1,0.0,Josleidy RIBALTA,1990-05-02,CUB,La Habana (CUB),2009-06-11,triple jump,19,F,0
14.1,+0.6,Anna PYATYKH,1981-04-04,RUS,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",2009-06-20,triple jump,28,F,0
14.1,+0.2,Snežana VUKMIROVIČ,1982-08-19,SLO,Pescara (ITA),2009-07-02,triple jump,26,F,0
14.1,+0.5,Yufei CHEN,1989-01-26,CHN,Jinan (CHN),2009-07-04,triple jump,20,F,0
14.1,+2.0,Teresa NZOLA MESO,1983-11-30,FRA,Angers (FRA),2009-07-23,triple jump,25,F,0
14.1,+0.7,Anastasiya POTAPOVA,1985-09-06,RUS,Cheboksary (RUS),2009-07-26,triple jump,23,F,0
14.1,+1.3,Magdelín MARTÍNEZ,1976-02-10,ITA,Milano (ITA),2009-08-01,triple jump,33,F,0
14.1,+1.1,Svetlana BOLSHAKOVA,1984-10-14,BEL,Tallinn (EST),2009-08-25,triple jump,24,F,0
14.1,+0.8,Patricia SARRAPIO,1982-11-16,ESP,San Fernando (ESP),2010-06-05,triple jump,27,F,0
14.1,+3.1,Dana VELĎÁKOVÁ,1981-06-03,SVK,Nitra (SVK),2010-06-26,triple jump,29,F,0
14.1,+1.4,Dailenys ALCÁNTARA,1991-08-10,CUB,La Habana (CUB),2010-07-03,triple jump,18,F,0
14.1,+4.5,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Saransk (RUS),2010-07-14,triple jump,23,F,0
14.1,+2.9,Svetlana SEMYONOVA,1980-08-24,RUS,Saransk (RUS),2010-07-15,triple jump,29,F,0
14.1,+0.8,Caterine IBARGUEN,1984-02-12,COL,Mayagüez (PUR),2010-07-27,triple jump,26,F,0
14.1,0.0,Kristin GIERISCH,1990-08-20,GER,Chemnitz (GER) (i),2011-01-23,triple jump,20,F,1
14.1,0.0,Trecia Kaye SMITH,1975-11-05,JAM,Gent (BEL) (i),2011-02-13,triple jump,35,F,1
14.1,+0.9,Natallia VYATKINA,1987-02-10,BLR,Brest (BLR),2011-05-21,triple jump,24,F,0
14.1,+1.5,Dailenys ALCÁNTARA,1991-08-10,CUB,São Paulo (BRA),2011-05-22,triple jump,19,F,0
14.1,+1.7,Patricia SARRAPIO,1982-11-16,ESP,"Olympiastadion, Stockholm (SWE)",2011-06-18,triple jump,28,F,0
14.1,+1.2,Josleidy RIBALTA,1990-05-02,CUB,La Habana (CUB),2012-02-03,triple jump,21,F,0
14.1,0.0,Marija ŠESTAK,1979-04-17,SLO,Düsseldorf (GER) (i),2012-02-10,triple jump,32,F,1
14.1,0.0,Yana BORODINA,1992-04-21,RUS,Moskva (RUS) (i),2012-02-12,triple jump,19,F,1
14.1,0.0,Dailenys ALCÁNTARA,1991-08-10,CUB,Fortaleza (BRA),2012-05-09,triple jump,20,F,0
14.1,-0.4,Marija ŠESTAK,1979-04-17,SLO,Rovereto (ITA),2012-09-04,triple jump,33,F,0
14.1,-0.1,Marija ŠESTAK,1979-04-17,SLO,"Boudewijnstadion, Bruxelles (BEL)",2012-09-07,triple jump,33,F,0
14.1,-0.4,Snežana VUKMIROVIČ,1982-08-19,SLO,Maribor (SLO),2013-05-04,triple jump,30,F,0
14.1,0.0,Snežana VUKMIROVIČ,1982-08-19,SLO,"Bislett Stadion, Oslo (NOR)",2013-06-13,triple jump,30,F,0
14.1,+2.0,Jenny ELBE,1990-04-18,GER,Salzburg (AUT),2013-06-15,triple jump,23,F,0
14.1,+2.5,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Yerino (RUS),2013-06-16,triple jump,26,F,0
14.1,+0.6,Limei XIE,1986-06-27,CHN,Shenyang (CHN),2013-06-16,triple jump,26,F,0
14.1,+2.6,Yekaterina KONEVA,1988-09-25,RUS,"International Stadium, Gateshead (GBR)",2013-06-22,triple jump,24,F,0
14.1,+1.9,Natallia VYATKINA,1987-02-10,BLR,Grodno (BLR),2013-07-25,triple jump,26,F,0
14.1,0.0,Kseniya DZIATSUK,1986-04-23,BLR,Mogilyov (BLR) (i),2014-01-25,triple jump,27,F,1
14.1,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Ergo Arena, Sopot (POL) (i)",2014-03-07,triple jump,32,F,1
14.1,0.0,Andriyana BANOVA,1987-05-01,BUL,Dobrich (BUL) (i),2015-02-11,triple jump,27,F,1
14.1,0.0,Katja DEMUT,1983-12-21,GER,Karlsruhe (GER) (i),2015-02-21,triple jump,31,F,1
14.1,0.0,Patrícia MAMONA,1988-11-21,POR,Pombal (POR) (i),2015-02-22,triple jump,26,F,1
14.1,+0.6,Wupin WANG,1991-01-18,CHN,Beijing (CHN),2015-05-08,triple jump,24,F,0
14.1,0.0,Olga RYPAKOVA,1984-11-30,KAZ,Almaty (KAZ),2015-06-15,triple jump,30,F,0
14.1,0.0,Jenny ELBE,1990-04-18,GER,Dresden (GER),2015-06-28,triple jump,25,F,0
14.1,+2.1,Viktoriya PROKOPENKO,1991-04-17,RUS,Cheboksary (RUS),2015-08-05,triple jump,24,F,0
14.1,0.0,Kristin GIERISCH,1990-08-20,GER,Düsseldorf (GER) (i),2016-02-03,triple jump,25,F,1
14.1,0.0,Yekaterina KONEVA,1988-09-25,RUS,Moskva (RUS) (i),2016-02-14,triple jump,27,F,1
14.1,+0.9,Shanieka RICKETTS,1992-02-02,JAM,"Suhaim bin Hamad Stadium, Doha (QAT)",2016-05-06,triple jump,24,F,0
14.1,+2.1,Cristina Mihaela SANDU,1990-03-04,ROU,Pitesti (ROU),2016-05-21,triple jump,26,F,0
14.1,+1.9,Natallia VYATKINA,1987-02-10,BLR,Grodno (BLR),2016-06-25,triple jump,29,F,0
14.1,0.0,Patrícia MAMONA,1988-11-21,POR,Pombal (POR) (i),2017-01-21,triple jump,28,F,1
14.1,0.0,Keturah ORJI,1996-03-05,USA,"Nashville, TN (USA) (i)",2017-02-10,triple jump,20,F,1
14.1,+1.2,Éloyse LESUEUR-AYMONIN,1988-07-15,FRA,Dijon (FRA),2017-05-21,triple jump,28,F,0
14.1,-0.2,Liadagmis POVEA,1996-02-06,CUB,Camagüey (CUB),2018-05-26,triple jump,22,F,0
14.1,0.0,Rouguy DIALLO,1995-02-05,FRA,"Emirates Arena, Glasgow (GBR) (i)",2019-03-01,triple jump,24,F,1
14.1,+1.5,Iryna VASKOUSKAYA,1991-04-02,BLR,Minsk (BLR),2019-06-07,triple jump,28,F,0
14.1,+5.0,Hanna MINENKO,1989-09-25,ISR,Pierre-Bénite (FRA),2019-06-14,triple jump,29,F,0
14.1,0.0,Patrícia MAMONA,1988-11-21,POR,Leiria (POR),2019-07-28,triple jump,30,F,0
14.1,+1.3,Kristiina MÄKELÄ,1992-11-20,FIN,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2019-08-10,triple jump,26,F,0
14.1,+2.2,Kristiina MÄKELÄ,1992-11-20,FIN,Espoo (FIN),2019-08-18,triple jump,26,F,0
14.1,-0.6,Kimberly WILLIAMS,1988-11-03,JAM,"Letzigrund, Zürich (SUI)",2019-08-29,triple jump,30,F,0
14.1,0.0,Neele ECKHARDT-NOACK,1992-07-02,GER,"Leichtathletikhalle im Sportforum, Chemnitz (GER) (i)",2020-02-07,triple jump,27,F,1
14.1,+0.4,Yang YANG,2001-08-23,CHN,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",2020-05-30,triple jump,18,F,0
14.1,-0.1,Viyaleta SKVARTSOVA,1998-04-15,BLR,"Regional Sport Complex, Brest (BLR)",2020-07-08,triple jump,22,F,0
14.1,+1.8,Susana COSTA,1984-09-22,POR,"Estadio Universitario, Lisboa (POR)",2020-08-08,triple jump,35,F,0
14.1,+2.5,Gabriele SANTOS,1995-02-23,BRA,"COTP Stadium, São Paulo (BRA)",2020-12-06,triple jump,25,F,0
14.1,0.0,Viyaleta SKVARTSOVA,1998-04-15,BLR,"Europahalle, Karlsruhe (GER) (i)",2021-01-29,triple jump,22,F,1
14.1,0.0,Ana PELETEIRO,1995-12-02,ESP,"Arena, Toruń (POL) (i)",2021-03-06,triple jump,25,F,1
14.1,+0.7,Tori FRANKLIN,1992-10-07,USA,"Hayward Field, Eugene, OR (USA)",2021-04-24,triple jump,28,F,0
14.1,+2.1,Neele ECKHARDT-NOACK,1992-07-02,GER,"Stadion Manfort, Leverkusen (GER)",2021-05-16,triple jump,28,F,0
14.1,+0.3,Thea LAFOND,1994-04-05,DMA,"Letzigrund, Zürich (SUI)",2021-09-09,triple jump,27,F,0
14.1,+0.8,Rui ZENG,1998-02-06,CHN,Xi'an (CHN),2021-09-21,triple jump,23,F,0
14.1,0.0,Natricia HOOPER,1998-11-24,GUY,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",2022-01-29,triple jump,23,F,1
14.1,0.0,Nubia SOARES,1996-03-26,BRA,"Gallur, Madrid (ESP) (i)",2022-02-12,triple jump,25,F,1
14.1,0.0,Darya NIDBAYKINA,1994-12-26,RUS,"Znamenskikh Stadion, Moskva (RUS)",2022-07-20,triple jump,27,F,0
14.1,0.0,Ana PELETEIRO,1995-12-02,ESP,"Velódromo Luis Puig, Valencia (ESP) (i)",2024-02-07,triple jump,28,F,1
14.1,0.0,Tuğba DANIŞMAZ,1999-09-01,TUR,"Halle Stéphane Diagana, Lyon (FRA) (i)",2024-02-09,triple jump,24,F,1
14.1,+1.9,Neja FILIPIČ,1995-04-22,SLO,"Atatürk Stadyumu, Izmir (TUR)",2024-05-25,triple jump,29,F,0
14.1,+0.6,Dariya DERKACH,1993-03-27,ITA,"Stadio Olimpico, Roma (ITA)",2024-06-07,triple jump,31,F,0
14.1,-0.1,Tuğba DANIŞMAZ,1999-09-01,TUR,"Estadio Vallehermoso, Madrid (ESP)",2024-06-21,triple jump,24,F,0
14.1,+2.9,Diana ZAGAINOVA,1997-06-20,LTU,"Palangos Stadionas, Palanga (LTU)",2024-06-30,triple jump,27,F,0
14.1,+1.8,Saly SARR,2002-10-14,SEN,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2024-07-14,triple jump,21,F,0
14.1,0.0,Tuğba DANIŞMAZ,1999-09-01,TUR,"Omnisport, Apeldoorn (NED) (i)",2025-03-06,triple jump,25,F,1
14.1,+0.1,Taisiya DMITRIYEVA,2003-05-13,RUS,"Regional Sport Complex, Brest (BLR)",2025-07-13,triple jump,22,F,0
14.1,+1.2,Elena Andreea TALOȘ,1995-02-24,ROU,"Panthessaliko Stadium, Volos (GRE)",2025-07-26,triple jump,30,F,0
14.09,+0.2,Yelena SINCHUKOVA,1961-01-23,RUS,Villeneuve d'Ascq (FRA),1992-09-13,triple jump,31,F,0
14.09,-0.8,Yolanda CHEN,1961-07-26,RUS,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-20,triple jump,32,F,0
14.09,+0.2,Jelena BLAZEVICA,1970-05-11,LAT,"Ullevi Stadium, Göteborg (SWE)",1995-08-10,triple jump,25,F,0
14.09,-0.3,Olena HOVOROVA,1973-09-18,UKR,"Olympic Stadium, Atlanta, GA (USA)",1996-07-31,triple jump,22,F,0
14.09,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Jablonec nad Nisou (CZE),1996-08-31,triple jump,25,F,0
14.09,+2.3,Cynthea RHODES,1968-09-30,USA,"Philadelphia, PA (USA)",1997-04-26,triple jump,28,F,0
14.09,+2.4,Ruiping REN,1976-02-01,CHN,Osaka (JPN),1997-05-10,triple jump,21,F,0
14.09,0.0,Yamilé ALDAMA,1972-08-14,CUB,"Olympic Stadium, Athina (GRE)",1997-08-02,triple jump,24,F,0
14.09,0.0,Jelena BLAZEVICA,1970-05-11,LAT,London (GBR),1997-08-17,triple jump,27,F,0
14.09,0.0,Betty LISE,1972-09-05,FRA,"Velódromo Luis Puig, Valencia (ESP) (i)",1998-02-27,triple jump,25,F,1
14.09,-0.6,Maria Constanza MORONI,1969-09-29,ITA,Como (ITA),1998-09-09,triple jump,28,F,0
14.09,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Bucureşti (ROU) (i),1999-01-23,triple jump,20,F,1
14.09,0.0,María Concepción PAREDES,1970-07-19,ESP,Sevilla (ESP) (i),1999-02-21,triple jump,28,F,1
14.09,+1.9,Oksana DERKACH,1969-02-07,UKR,Belaya Tserkva (UKR),1999-07-24,triple jump,30,F,0
14.09,+0.4,Suzette LEE,1975-03-06,JAM,Winnipeg (CAN),1999-07-28,triple jump,24,F,0
14.09,0.0,Olga RUBLYOVA,1974-10-28,RUS,Moskva (RUS) (i),2000-01-23,triple jump,25,F,1
14.09,0.0,Natalia KILPELÄINEN,1970-03-18,FIN,Samara (RUS) (i),2000-01-30,triple jump,29,F,1
14.09,+3.5,Keisha SPENCER,1978-02-16,JAM,"Baton Rouge, LA (USA)",2000-05-14,triple jump,22,F,0
14.09,+2.0,Suzette LEE,1975-03-06,JAM,"Baton Rouge, LA (USA)",2000-05-19,triple jump,25,F,0
14.09,0.0,Cristina NICOLAU,1977-08-09,ROU,Villeneuve d'Ascq (FRA),2000-06-17,triple jump,22,F,0
14.09,+1.9,Mariya DIMITROVA,1976-08-07,BUL,Lapinlahti (FIN),2000-07-16,triple jump,23,F,0
14.09,+1.8,Anna BIRYUKOVA,1967-09-27,RUS,Tula (RUS),2000-07-24,triple jump,32,F,0
14.09,0.0,Yelena LEBEDYENKO,1971-01-16,RUS,Moskva (RUS) (i),2001-02-18,triple jump,30,F,1
14.09,0.0,Nicole HERSCHMANN,1975-10-27,GER,Mainz (GER),2001-06-09,triple jump,25,F,0
14.09,+0.6,Oksana ROGOVA,1978-10-07,RUS,Bratislava (SVK),2001-06-12,triple jump,22,F,0
14.09,+1.5,Ashia HANSEN,1971-12-05,GBR,Birmingham (GBR),2001-07-14,triple jump,29,F,0
14.09,0.0,Mihaela GINDILA,1974-10-29,ROU,Bucureşti (ROU),2002-06-29,triple jump,27,F,0
14.09,+2.4,Mabel GAY,1983-05-05,CUB,Alcalá de Henáres (ESP),2002-06-29,triple jump,19,F,0
14.09,+1.3,Mabel GAY,1983-05-05,CUB,"National Stadium, Kingston (JAM)",2002-07-17,triple jump,19,F,0
14.09,0.0,Magdelín MARTÍNEZ,1976-02-10,ITA,Glasgow (GBR) (i),2003-02-02,triple jump,26,F,1
14.09,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,"National Indoor Arena, Birmingham (GBR) (i)",2003-02-21,triple jump,31,F,1
14.09,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Bratislava (SVK) (i),2003-03-02,triple jump,31,F,1
14.09,0.0,Tereza MARINOVA,1977-09-25,BUL,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,triple jump,25,F,1
14.09,0.0,Magdelín MARTÍNEZ,1976-02-10,ITA,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,triple jump,27,F,1
14.09,0.0,Tatyana LEBEDEVA,1976-07-21,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,triple jump,26,F,1
14.09,+1.4,Olga BOLSHOVA,1968-06-16,MDA,Sotteville-lès-Rouen (FRA),2003-07-08,triple jump,35,F,0
14.09,+2.0,Simona LA MANTIA,1983-04-14,ITA,Pyrgos (GRE),2003-07-27,triple jump,20,F,0
14.09,+1.5,Carlota CASTREJANA,1973-04-25,ESP,"Crystal Palace, London (GBR)",2003-08-08,triple jump,30,F,0
14.09,+1.2,Olena HOVOROVA,1973-09-18,UKR,"Olympiastadion, Berlin (GER)",2003-08-10,triple jump,29,F,0
14.09,+1.0,Mariana SOLOMON,1980-09-08,ROU,Daegu (KOR),2003-08-29,triple jump,22,F,0
14.09,+0.2,Yelena PARFENOVA,1974-01-26,KAZ,Almaty (KAZ),2004-07-15,triple jump,30,F,0
14.09,+0.7,Limei XIE,1986-06-27,CHN,"New York, NY (USA)",2005-06-11,triple jump,18,F,0
14.09,+1.6,Oleksandra STADNYUK-SHISHLYUK,1980-04-16,UKR,"Stadio Luigi Ridolfi, Firenze (ITA)",2005-06-18,triple jump,25,F,0
14.09,+0.4,Carlota CASTREJANA,1973-04-25,ESP,Zaragoza (ESP),2005-06-23,triple jump,32,F,0
14.09,+1.9,Suzette LEE,1975-03-06,JAM,Padova (ITA),2005-07-03,triple jump,30,F,0
14.09,+0.9,Yelena OLEYNIKOVA,1976-12-09,RUS,Helsinki (FIN),2005-07-25,triple jump,28,F,0
14.09,+0.9,Natallia SAFRONAVA,1974-04-11,BLR,"Olympiastadion, Helsinki (FIN)",2005-08-06,triple jump,31,F,0
14.09,0.0,Dana VELĎÁKOVÁ,1981-06-03,SVK,Bratislava (SVK) (i),2006-01-29,triple jump,24,F,1
14.09,0.0,Marija MARTINOVIĆ,1979-04-17,SCG,Brazzaville (CGO),2006-05-21,triple jump,27,F,0
14.09,+0.5,Yelena OLEYNIKOVA,1976-12-09,RUS,Athina (GRE),2006-05-31,triple jump,29,F,0
14.09,-0.2,Limei XIE,1986-06-27,CHN,Hong Kong (HKG),2006-07-02,triple jump,20,F,0
14.09,+1.1,Magdelín MARTÍNEZ,1976-02-10,ITA,"Olympic Stadium, Athina (GRE)",2006-07-03,triple jump,30,F,0
14.09,-0.5,Svetlana BOLSHAKOVA,1984-10-14,RUS,Eindhoven (NED),2006-07-15,triple jump,21,F,0
14.09,+0.4,Qian LI,1985-10-20,CHN,Shijiazhuang (CHN),2006-08-06,triple jump,20,F,0
14.09,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Düsseldorf (GER) (i),2007-02-06,triple jump,28,F,1
14.09,-2.1,Yusmay BICET,1983-12-08,CUB,La Habana (CUB),2007-05-27,triple jump,23,F,0
14.09,+1.0,Katja DEMUT,1983-12-21,GER,Dessau (GER),2007-06-01,triple jump,23,F,0
14.09,+1.8,Oleksandra STADNYUK-SHISHLYUK,1980-04-16,UKR,Yalta (UKR),2007-06-14,triple jump,27,F,0
14.09,-0.2,Adelina GAVRILĂ,1978-11-26,ROU,Milano (ITA),2007-06-23,triple jump,28,F,0
14.09,-0.1,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-31,triple jump,26,F,0
14.09,-0.4,Anastasiya POTAPOVA,1985-09-06,RUS,Milano (ITA),2008-07-02,triple jump,22,F,0
14.09,-0.1,Carlota CASTREJANA,1973-04-25,ESP,Barcelona (ESP),2008-07-19,triple jump,35,F,0
