Mark,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
2.25,Christian RHODEN,1974-03-27,GER,Bühl (GER),2000-07-22,high jump,26,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Bílina (CZE),2000-07-27,high jump,28,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Athina (GRE),2000-07-29,high jump,30,M,0
2.25,Jarrad POZZI,1975-07-29,AUS,Brisbane (AUS),2000-07-29,high jump,25,M,0
2.25,Jacques FREITAG,1982-06-11,RSA,Antrim (GBR),2000-07-31,high jump,18,M,0
2.25,Christian RHODEN,1974-03-27,GER,Viersen (GER),2000-08-06,high jump,26,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Algiers (ALG),2000-08-06,high jump,23,M,0
2.25,Hugo MUNOZ,1973-01-10,PER,Arequipa (PER),2000-08-12,high jump,27,M,0
2.25,Mustapha RAÏFAK,1975-09-09,FRA,La Chaux-de-Fonds (SUI),2000-08-13,high jump,24,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Wien (AUT),2000-08-19,high jump,29,M,0
2.25,Charles AUSTIN,1967-12-19,USA,Leverkusen (GER),2000-08-20,high jump,32,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Viareggio (ITA),2000-08-22,high jump,23,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Bruxelles (BEL),2000-08-25,high jump,29,M,0
2.25,Christian RHODEN,1974-03-27,GER,Bruxelles (BEL),2000-08-25,high jump,26,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,Beograd (SRB),2000-08-29,high jump,29,M,0
2.25,Wilbert PENNINGS,1975-02-23,NED,"Olympiastadion, Berlin (GER)",2000-09-01,high jump,25,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,"Olympiastadion, Berlin (GER)",2000-09-01,high jump,29,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,"Olympiastadion, Berlin (GER)",2000-09-01,high jump,26,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Patra (GRE),2000-09-02,high jump,19,M,0
2.25,Lambros PAPAKOSTAS,1969-10-20,GRE,Patra (GRE),2000-09-02,high jump,30,M,0
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Berdichev (UKR),2000-09-03,high jump,22,M,0
2.25,Ruslan HLYVYNSKY,1975-02-07,UKR,Berdichev (UKR),2000-09-03,high jump,25,M,0
2.25,Gennadiy MOROZ,1978-05-27,BLR,Berdichev (UKR),2000-09-03,high jump,22,M,0
2.25,Alessandro TALOTTI,1980-10-07,ITA,Milano (ITA),2000-09-07,high jump,19,M,0
2.25,Vyacheslav TYRTYSHNIK,1971-01-16,UKR,Kyiv (UKR),2000-09-10,high jump,29,M,0
2.25,Christian RHODEN,1974-03-27,GER,Brisbane (AUS),2000-09-17,high jump,26,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Olympic Stadium, Sydney (AUS)",2000-09-24,high jump,23,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,"Olympic Stadium, Sydney (AUS)",2000-09-24,high jump,26,M,0
2.25,Dragutin TOPIĆ,1971-03-12,YUG,"Suhaim bin Hamad Stadium, Doha (QAT)",2000-10-05,high jump,29,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Suhaim bin Hamad Stadium, Doha (QAT)",2000-10-05,high jump,24,M,0
2.25,Alfred NEALE,1981-07-01,USA,"Norman, OK (USA) (i)",2000-12-02,high jump,19,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Lviv (UKR) (i),2000-12-27,high jump,22,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Lviv (UKR) (i),2001-01-02,high jump,22,M,1
2.25,Svatoslav TON,1978-10-20,CZE,Brno (CZE) (i),2001-01-06,high jump,22,M,1
2.25,Kenny EVANS,1979-04-06,USA,"Fayetteville, AR (USA) (i)",2001-01-19,high jump,21,M,1
2.25,Aleksey LELIN,1977-11-27,BLR,Gomel (BLR) (i),2001-01-20,high jump,23,M,1
2.25,David ANTONA,1978-11-18,ESP,Valencia (ESP) (i),2001-01-27,high jump,22,M,1
2.25,Charles CLINGER,1976-12-28,USA,"Pocatello, ID (USA) (i)",2001-01-27,high jump,24,M,1
2.25,Marko ALEKSEJEV,1979-02-14,EST,Tallinn (EST) (i),2001-01-28,high jump,21,M,1
2.25,Patrick DE PAEPE,1976-01-01,BEL,Gent (BEL) (i),2001-01-28,high jump,25,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Samara (RUS) (i),2001-02-01,high jump,26,M,1
2.25,Shaun GUICE,1980-08-11,USA,"Champaign, IL (USA) (i)",2001-02-03,high jump,20,M,1
2.25,Giulio CIOTTI,1976-10-05,ITA,Weinheim (GER) (i),2001-02-04,high jump,24,M,1
2.25,Marko ALEKSEJEV,1979-02-14,EST,Weinheim (GER) (i),2001-02-04,high jump,21,M,1
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Weinheim (GER) (i),2001-02-04,high jump,33,M,1
2.25,Konstantin MATUSEVICH,1971-02-25,ISR,Weinheim (GER) (i),2001-02-04,high jump,29,M,1
2.25,Andrey CHUBSA,1982-11-29,BLR,Saarbrücken (GER) (i),2001-02-04,high jump,18,M,1
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Tampere (FIN) (i),2001-02-12,high jump,25,M,1
2.25,Jacques FREITAG,1982-06-11,RSA,Tampere (FIN) (i),2001-02-12,high jump,18,M,1
2.25,Charles AUSTIN,1967-12-19,USA,Tampere (FIN) (i),2001-02-12,high jump,33,M,1
2.25,Marc CHENN,1976-03-06,USA,Air Force Academy (USA) (i),2001-02-17,high jump,24,M,1
2.25,Henry PATTERSON,1975-05-27,USA,"Ypsilanti, MI (USA) (i)",2001-02-17,high jump,25,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Pireaus (GRE) (i),2001-02-21,high jump,22,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Pireaus (GRE) (i),2001-02-21,high jump,26,M,1
2.25,Andrey CHUBSA,1982-11-29,BLR,Minsk (BLR) (i),2001-02-22,high jump,18,M,1
2.25,Gennadiy MOROZ,1978-05-27,BLR,Minsk (BLR) (i),2001-02-22,high jump,22,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Moskva (RUS) (i),2001-02-25,high jump,26,M,1
2.25,Mikhail TSVETKOV,1980-05-04,RUS,Moskva (RUS) (i),2001-02-25,high jump,20,M,1
2.25,Martin BUß,1976-04-07,GER,Dortmund (GER) (i),2001-02-25,high jump,24,M,1
2.25,Jacques FREITAG,1982-06-11,RSA,Pretoria (RSA),2001-03-10,high jump,18,M,0
2.25,Javier SOTOMAYOR,1967-10-13,CUB,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,high jump,33,M,1
2.25,Martin BUß,1976-04-07,GER,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,high jump,24,M,1
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,high jump,20,M,1
2.25,Sergey DYMCHENKO,1967-08-23,UKR,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,high jump,33,M,1
2.25,Vyacheslav VORONIN,1974-04-05,RUS,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,high jump,26,M,1
2.25,Kenny EVANS,1979-04-06,USA,"Austin, TX (USA)",2001-04-07,high jump,22,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Austin, TX (USA)",2001-04-07,high jump,23,M,0
2.25,Shawn BROWN,1979-01-01,USA,"Orlando, FL (USA)",2001-04-21,high jump,22,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Des Moines, IA (USA)",2001-04-28,high jump,23,M,0
2.25,Adrian SHEARS,1979-06-16,USA,"Tallahassee, FL (USA)",2001-05-04,high jump,21,M,0
2.25,Charles AUSTIN,1967-12-19,USA,"Austin, TX (USA)",2001-05-05,high jump,33,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Minneapolis, MN (USA)",2001-05-12,high jump,25,M,0
2.25,Kenny EVANS,1979-04-06,USA,"Columbia, SC (USA)",2001-05-13,high jump,22,M,0
2.25,Matt VINCENT,1981-01-01,USA,"Columbia, SC (USA)",2001-05-13,high jump,20,M,0
2.25,Brandon CAMPBELL,1980-07-12,USA,"Long Beach, CA (USA)",2001-05-19,high jump,20,M,0
2.25,Dave HOFFMAN,1975-04-22,USA,"Long Beach, CA (USA)",2001-05-19,high jump,26,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Thum (GER),2001-05-20,high jump,29,M,0
2.25,Grégory GABELLA,1980-06-22,FRA,Montreuil (FRA),2001-05-20,high jump,20,M,0
2.25,Michael PONIKVAR,1979-12-26,CAN,"Berkeley, CA (USA)",2001-05-20,high jump,21,M,0
2.25,Aleksandr VERYUTIN,1979-11-18,BLR,Brest (BLR),2001-05-24,high jump,21,M,0
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Wrocław (POL),2001-05-27,high jump,25,M,0
2.25,Einar Karl HJARTARSON,1980-10-28,ISL,"Stadio Olimpico, Serravalle (SMR)",2001-06-02,high jump,20,M,0
2.25,Jessé Farias DE LIMA,1981-02-16,BRA,São Paulo (BRA),2001-06-03,high jump,20,M,0
2.25,Javier SOTOMAYOR,1967-10-13,CUB,Dortmund (GER),2001-06-09,high jump,33,M,0
2.25,Aleksey LEZNICHIY,1978-02-03,BLR,Brest (BLR),2001-06-09,high jump,23,M,0
2.25,Andrey CHUBSA,1982-11-29,BLR,Viersen (GER),2001-06-17,high jump,18,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Ludvika (SWE),2001-06-27,high jump,25,M,0
2.25,Charles CLINGER,1976-12-28,USA,Ludvika (SWE),2001-06-27,high jump,24,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Algiers (ALG),2001-06-28,high jump,24,M,0
2.25,Takahiro UCHIDA,1980-12-09,JPN,Hiroshima (JPN),2001-07-01,high jump,20,M,0
2.25,Charles AUSTIN,1967-12-19,USA,Glasgow (GBR),2001-07-01,high jump,33,M,0
2.25,Nathan LEEPER,1977-06-13,USA,Glasgow (GBR),2001-07-01,high jump,24,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,Jablonec nad Nisou (CZE),2001-07-01,high jump,29,M,0
2.25,Elvir KREHMIĆ,1973-04-27,BIH,Zagreb (CRO),2001-07-02,high jump,28,M,0
2.25,Giulio CIOTTI,1976-10-05,ITA,Catania (ITA),2001-07-08,high jump,24,M,0
2.25,Jamie NIETO,1976-11-02,USA,"New London, CT (USA)",2001-07-08,high jump,24,M,0
2.25,Henry PATTERSON,1975-05-27,USA,"New London, CT (USA)",2001-07-08,high jump,26,M,0
2.25,Henry PATTERSON,1975-05-27,USA,"Orlando, FL (USA)",2001-07-22,high jump,26,M,0
2.25,Pavel FOMENKO,1976-06-29,RUS,Moskva (RUS),2001-07-28,high jump,25,M,0
2.25,Robert MITCHELL,1980-09-14,GBR,Bedford (GBR),2001-07-28,high jump,20,M,0
2.25,Sergey KLYUGIN,1974-03-24,RUS,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,high jump,27,M,0
2.25,Jan JANKŮ,1971-08-10,CZE,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,high jump,29,M,0
2.25,Sergey DYMCHENKO,1967-08-23,UKR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,high jump,33,M,0
2.25,Gilmar MAYO,1969-09-30,COL,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,high jump,31,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Commonwealth Stadium, Edmonton (CAN)",2001-08-05,high jump,24,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,high jump,24,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,high jump,25,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,high jump,27,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Växjö (SWE),2001-08-25,high jump,25,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,Salgótarján (HUN),2001-08-26,high jump,24,M,0
2.25,Mika POLKU,1975-07-19,FIN,Göteborg (SWE),2001-09-01,high jump,26,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Tunis (TUN),2001-09-13,high jump,24,M,0
2.25,Nathan LEEPER,1977-06-13,USA,Yokohama (JPN),2001-09-15,high jump,24,M,0
2.25,Vyacheslav VORONIN,1974-04-05,RUS,Yokohama (JPN),2001-09-15,high jump,27,M,0
2.25,Svatoslav TON,1978-10-20,CZE,Brno (CZE) (i),2002-01-06,high jump,23,M,1
2.25,Charles CLINGER,1976-12-28,USA,"Ogden, UT (USA) (i)",2002-01-12,high jump,25,M,1
2.25,Adam SHUNK,1979-08-29,USA,"Chapel Hill, NC (USA) (i)",2002-01-18,high jump,22,M,1
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Hirson (FRA) (i),2002-01-19,high jump,25,M,1
2.25,Shane LAVY,1976-02-15,USA,"Manhattan, KS (USA) (i)",2002-01-20,high jump,25,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,Weinheim (GER) (i),2002-01-23,high jump,24,M,1
2.25,Staffan STRAND,1976-04-18,SWE,Arnstadt (GER) (i),2002-01-26,high jump,25,M,1
2.25,Tora HARRIS,1978-09-21,USA,"New York, NY (USA) (i)",2002-01-26,high jump,23,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Łódź (POL) (i),2002-02-02,high jump,23,M,1
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Łódź (POL) (i),2002-02-02,high jump,25,M,1
2.25,Aleksandr VERYUTIN,1979-11-18,BLR,Gersweiler (GER) (i),2002-02-03,high jump,22,M,1
2.25,Tomáš JANKŮ,1974-12-27,CZE,Gersweiler (GER) (i),2002-02-03,high jump,27,M,1
2.25,Joan CHARMANT,1978-06-04,FRA,Gersweiler (GER) (i),2002-02-03,high jump,23,M,1
2.25,Wilbert PENNINGS,1975-02-23,NED,Stockholm (SWE) (i),2002-02-06,high jump,26,M,1
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Stockholm (SWE) (i),2002-02-06,high jump,21,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Stockholm (SWE) (i),2002-02-06,high jump,23,M,1
2.25,Charles CLINGER,1976-12-28,USA,Stockholm (SWE) (i),2002-02-06,high jump,25,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,Stockholm (SWE) (i),2002-02-06,high jump,24,M,1
2.25,Nathan LEEPER,1977-06-13,USA,"Ames, IA (USA) (i)",2002-02-09,high jump,24,M,1
2.25,Nick MORONEY,1972-08-03,AUS,Campbelltown (AUS),2002-02-10,high jump,29,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Čejkovice (CZE) (i),2002-02-12,high jump,27,M,1
2.25,Nathan LEEPER,1977-06-13,USA,"Manhattan, KS (USA) (i)",2002-02-15,high jump,24,M,1
2.25,Nathan LEEPER,1977-06-13,USA,"Los Angeles, CA (USA) (i)",2002-02-23,high jump,24,M,1
2.25,Ron NELSON,1980-01-15,USA,"Los Angeles, CA (USA) (i)",2002-02-23,high jump,22,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,Liévin (FRA) (i),2002-02-24,high jump,24,M,1
2.25,Wilbert PENNINGS,1975-02-23,NED,Liévin (FRA) (i),2002-02-24,high jump,27,M,1
2.25,Andrey CHUBSA,1982-11-29,BLR,Liévin (FRA) (i),2002-02-24,high jump,19,M,1
2.25,Terrance WOODS,1979-04-18,USA,"Boston, MA (USA) (i)",2002-03-09,high jump,22,M,1
2.25,James BARTON,1977-01-16,USA,"Baton Rouge, LA (USA)",2002-03-16,high jump,25,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,Cape Town (RSA),2002-04-19,high jump,24,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Cape Town (RSA),2002-04-19,high jump,26,M,0
2.25,Terrance WOODS,1979-04-18,USA,"Arlington, TX (USA)",2002-05-03,high jump,23,M,0
2.25,Charles CLINGER,1976-12-28,USA,"Provo, UT (USA)",2002-05-04,high jump,25,M,0
2.25,Mark BOSWELL,1977-07-28,CAN,"Mangueirão, Belém (BRA)",2002-05-05,high jump,24,M,0
2.25,Jessé Farias DE LIMA,1981-02-16,BRA,"Mangueirão, Belém (BRA)",2002-05-05,high jump,21,M,0
2.25,Erasmo JARA,1976-03-25,ARG,Rosario (ARG),2002-05-11,high jump,26,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Doha (QAT),2002-05-15,high jump,26,M,0
2.25,Wilbert PENNINGS,1975-02-23,NED,Doha (QAT),2002-05-15,high jump,27,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,Lisboa (POR),2002-05-25,high jump,27,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,"Hayward Field, Eugene, OR (USA)",2002-05-26,high jump,27,M,0
2.25,Nathan LEEPER,1977-06-13,USA,"Hayward Field, Eugene, OR (USA)",2002-05-26,high jump,24,M,0
2.25,Charles AUSTIN,1967-12-19,USA,"Hayward Field, Eugene, OR (USA)",2002-05-26,high jump,34,M,0
2.25,Martin STAUFFER,1975-07-07,SUI,Ljubljana (SLO),2002-06-01,high jump,26,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Tula (RUS),2002-06-01,high jump,21,M,0
2.25,Javier BERMEJO,1978-12-23,ESP,Madrid (ESP),2002-06-01,high jump,23,M,0
2.25,Tora HARRIS,1978-09-21,USA,"Baton Rouge, LA (USA)",2002-06-01,high jump,23,M,0
2.25,Dawid JAWORSKI,1978-01-31,POL,"Baton Rouge, LA (USA)",2002-06-01,high jump,24,M,0
2.25,Michael PONIKVAR,1979-12-26,CAN,"Baton Rouge, LA (USA)",2002-06-01,high jump,22,M,0
2.25,Aleksey LEZNICHIY,1978-02-03,BLR,Brest (BLR),2002-06-05,high jump,24,M,0
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Bydgoszcz (POL),2002-06-08,high jump,26,M,0
2.25,Matt HEMINGWAY,1972-10-24,USA,"Palo Alto, CA (USA)",2002-06-08,high jump,29,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Tula (RUS),2002-06-09,high jump,21,M,0
2.25,Mikhail TSVETKOV,1980-05-04,RUS,Bryansk (RUS),2002-06-11,high jump,22,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Bratislava (SVK),2002-06-11,high jump,21,M,0
2.25,Gennadiy MOROZ,1978-05-27,BLR,"Stadion Juliska, Praha (CZE)",2002-06-17,high jump,24,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,"Stadion Juliska, Praha (CZE)",2002-06-17,high jump,27,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Blida (ALG),2002-06-20,high jump,25,M,0
2.25,Aleksey LEZNICHIY,1978-02-03,BLR,Blida (ALG),2002-06-20,high jump,24,M,0
2.25,Grzegorz SPOSÓB,1976-02-12,POL,"Parc des Sports, Annecy (FRA)",2002-06-22,high jump,26,M,0
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,"Parc des Sports, Annecy (FRA)",2002-06-22,high jump,23,M,0
2.25,Toni HUIKURI,1979-09-17,FIN,"Parc des Sports, Annecy (FRA)",2002-06-22,high jump,22,M,0
2.25,Giulio CIOTTI,1976-10-05,ITA,"Parc des Sports, Annecy (FRA)",2002-06-22,high jump,25,M,0
2.25,Ľuboš BENKO,1974-02-27,SVK,Banská Bystrica (SVK),2002-06-22,high jump,28,M,0
2.25,Ştefan VASILACHE,1979-05-09,ROU,Banská Bystrica (SVK),2002-06-22,high jump,23,M,0
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Ludvika (SWE),2002-06-27,high jump,26,M,0
2.25,Oleg PROKOPOV,1977-03-08,BLR,Staiki (BLR),2002-06-29,high jump,25,M,0
2.25,Ville VEPSÄLÄINEN,1976-08-16,FIN,Eurajoki (FIN),2002-07-03,high jump,25,M,0
2.25,Matt HEMINGWAY,1972-10-24,USA,Cork (IRL),2002-07-06,high jump,29,M,0
2.25,Martin BUß,1976-04-07,GER,"Wattenscheid, Bochum (GER)",2002-07-07,high jump,26,M,0
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Tampere (FIN),2002-07-10,high jump,26,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,"Stadio Olimpico, Roma (ITA)",2002-07-12,high jump,25,M,0
2.25,Giulio CIOTTI,1976-10-05,ITA,"Stadio Olimpico, Roma (ITA)",2002-07-12,high jump,25,M,0
2.25,Nicola CIOTTI,1976-10-05,ITA,"Stadio Olimpico, Roma (ITA)",2002-07-12,high jump,25,M,0
2.25,Matt HEMINGWAY,1972-10-24,USA,"Stadio Olimpico, Roma (ITA)",2002-07-12,high jump,29,M,0
2.25,Aleksey KRYSIN,1976-11-25,RUS,Cheboksary (RUS),2002-07-13,high jump,25,M,0
2.25,Aleksandr KRAVTSOV,1974-03-18,RUS,Cheboksary (RUS),2002-07-13,high jump,28,M,0
2.25,Aleksander WALERIAŃCZYK,1982-09-01,POL,Kraków (POL),2002-07-13,high jump,19,M,0
2.25,Svatoslav TON,1978-10-20,CZE,Praha (CZE),2002-07-13,high jump,23,M,0
2.25,Mikhail TSVETKOV,1980-05-04,RUS,Stockholm (SWE),2002-07-16,high jump,22,M,0
2.25,Charles CLINGER,1976-12-28,USA,Stockholm (SWE),2002-07-16,high jump,25,M,0
2.25,Rožle PREZELJ,1979-09-26,SLO,Ljubljana (SLO),2002-07-21,high jump,22,M,0
2.25,Alessandro TALOTTI,1980-10-07,ITA,Viareggio (ITA),2002-07-21,high jump,21,M,0
2.25,Sergey DYMCHENKO,1967-08-23,UKR,Kyiv (UKR),2002-07-23,high jump,34,M,0
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Kuortane (FIN),2002-07-28,high jump,26,M,0
2.25,Kwaku BOATENG,1974-06-30,CAN,Manchester (GBR),2002-07-29,high jump,28,M,0
2.25,Ben CHALLENGER,1978-03-07,GBR,Manchester (GBR),2002-07-29,high jump,24,M,0
2.25,Jessé Farias DE LIMA,1981-02-16,BRA,São Paulo (BRA),2002-08-04,high jump,21,M,0
2.25,Tomáš JANKŮ,1974-12-27,CZE,"Olympiastadion, München (GER)",2002-08-08,high jump,27,M,0
2.25,Svatoslav TON,1978-10-20,CZE,"Olympiastadion, München (GER)",2002-08-08,high jump,23,M,0
2.25,Martin BUß,1976-04-07,GER,"Olympiastadion, München (GER)",2002-08-08,high jump,26,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Radés (TUN),2002-08-10,high jump,25,M,0
2.25,Ştefan VASILACHE,1979-05-09,ROU,Bucureşti (ROU),2002-08-25,high jump,23,M,0
2.25,Germaine MASON,1983-01-20,JAM,Viersen (GER),2002-09-01,high jump,19,M,0
2.25,Stefan HOLM,1976-05-25,SWE,Viersen (GER),2002-09-01,high jump,26,M,0
2.25,Nicola CIOTTI,1976-10-05,ITA,Tivoli (ITA),2002-09-07,high jump,25,M,0
2.25,Abderrahmane HAMMAD,1977-05-27,ALG,Rieti (ITA),2002-09-08,high jump,25,M,0
2.25,Germaine MASON,1983-01-20,JAM,Rieti (ITA),2002-09-08,high jump,19,M,0
2.25,Andrea BETTINELLI,1978-10-06,ITA,Rieti (ITA),2002-09-08,high jump,23,M,0
2.25,Staffan STRAND,1976-04-18,SWE,Rieti (ITA),2002-09-08,high jump,26,M,0
2.25,Martin BUß,1976-04-07,GER,Rieti (ITA),2002-09-08,high jump,26,M,0
2.25,Staffan STRAND,1976-04-18,SWE,"Stade Charléty, Paris (FRA)",2002-09-14,high jump,26,M,0
2.25,Matt HEMINGWAY,1972-10-24,USA,"Stade Charléty, Paris (FRA)",2002-09-14,high jump,29,M,0
2.25,Charles CLINGER,1976-12-28,USA,"Nampa, ID (USA) (i)",2002-12-07,high jump,25,M,1
2.25,Andriy SOKOLOVSKIY,1978-07-16,UKR,Lviv (UKR) (i),2002-12-27,high jump,24,M,1
2.25,Aleksey KRYSIN,1976-11-25,RUS,Yekaterinburg (RUS) (i),2003-01-07,high jump,26,M,1
2.25,Andrey TERESHIN,1982-12-15,RUS,Yekaterinburg (RUS) (i),2003-01-07,high jump,20,M,1
2.25,Jamie NIETO,1976-11-02,USA,"Long Beach, CA (USA)",2003-01-11,high jump,26,M,0
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Moskva (RUS) (i),2003-01-17,high jump,22,M,1
2.25,Aleksey DMITRIK,1984-04-12,RUS,St. Petersburg (RUS) (i),2003-01-19,high jump,18,M,1
2.25,Mikhail TSVETKOV,1980-05-04,RUS,Samara (RUS) (i),2003-01-26,high jump,22,M,1
2.25,Staffan STRAND,1976-04-18,SWE,Glasgow (GBR) (i),2003-02-02,high jump,26,M,1
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Weinheim (GER) (i),2003-02-05,high jump,22,M,1
2.25,Jamie NIETO,1976-11-02,USA,Weinheim (GER) (i),2003-02-05,high jump,26,M,1
2.25,Giulio CIOTTI,1976-10-05,ITA,Weinheim (GER) (i),2003-02-05,high jump,26,M,1
2.25,Nicola CIOTTI,1976-10-05,ITA,Weinheim (GER) (i),2003-02-05,high jump,26,M,1
2.25,Kenny EVANS,1979-04-06,USA,"Fayetteville, AR (USA) (i)",2003-02-14,high jump,23,M,1
2.25,Tomáš JANKŮ,1974-12-27,CZE,Čejkovice (CZE) (i),2003-02-20,high jump,28,M,1
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Kuortane (FIN) (i),2003-02-22,high jump,27,M,1
2.25,Charles AUSTIN,1967-12-19,USA,"Colorado Springs, CO (USA) (i)",2003-02-22,high jump,35,M,1
2.25,Aleksey LEZNICHIY,1978-02-03,BLR,Banská Bystrica (SVK) (i),2003-02-25,high jump,25,M,1
2.25,Grzegorz SPOSÓB,1976-02-12,POL,Banská Bystrica (SVK) (i),2003-02-25,high jump,27,M,1
2.25,Dragutin TOPIĆ,1971-03-12,SCG,Banská Bystrica (SVK) (i),2003-02-25,high jump,31,M,1
2.25,Oskari FRÖSÉN,1976-01-24,FIN,Banská Bystrica (SVK) (i),2003-02-25,high jump,27,M,1
2.25,Pyotr BRAYKO,1977-03-27,RUS,Moskva (RUS) (i),2003-02-27,high jump,25,M,1
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,Moskva (RUS) (i),2003-02-27,high jump,22,M,1
2.25,Dalton GRANT,1966-04-08,GBR,Birmingham (GBR) (i),2003-03-01,high jump,36,M,1
2.25,Martin STAUFFER,1975-07-07,SUI,Magglingen (SUI) (i),2003-03-02,high jump,27,M,1
2.25,Tomáš JANKŮ,1974-12-27,CZE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,28,M,1
2.25,Andrea BETTINELLI,1978-10-06,ITA,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,24,M,1
2.25,Jaroslav BÁBA,1984-09-02,CZE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,18,M,1
2.25,Mark BOSWELL,1977-07-28,CAN,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,25,M,1
2.25,Yaroslav RYBAKOV,1980-11-22,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,22,M,1
2.25,Stefan HOLM,1976-05-25,SWE,"National Indoor Arena, Birmingham (GBR) (i)",2003-03-14,high jump,26,M,1
