Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score
5327,8.10,,Simon EHAMMER,07 FEB 2000,SUI,1,,"Athletik Zentrum, St. Gallen (SUI) (i)",22 FEB 2025,1160
5327,8.10,+4.6,Tafadzwa CHIKOMBA,2001,ZIM,1,,"Jesse H. Colley Track/Soccer Complex, Troy, AL (USA)",04 APR 2025,1133
5327,8.10,+1.7,Yuki HASHIOKA,23 JAN 1999,JPN,1,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1160
5327,8.10,+0.3,Marquis DENDY,17 NOV 1992,USA,3,,"Egret Stadium, Xiamen (CHN)",26 APR 2025,1160
5327,8.10,+0.5,Wayne PINNOCK,24 OCT 2000,JAM,3,,"China Textile City Sports Centre, Shaoxing/Keqiao (CHN)",03 MAY 2025,1160
5327,8.10,+1.4,Charles Edward GODFRED,17 APR 2004,NGR,1q1,,"Cushing Stadium, College Station, TX (USA)",28 MAY 2025,1160
5327,8.10,-0.3,Miltiadis TENTOGLOU,18 MAR 1998,GRE,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2025,1161
5327,8.10,+0.2,Carey MCLEOD,14 APR 1998,JAM,3,,"Olympic Stadium, London (GBR)",19 JUL 2025,1160
5327,8.10,+0.7,Bozhidar SARÂBOYUKOV,06 AUG 2004,BUL,5q1,,"National Stadium, Tokyo (JPN)",15 SEP 2025,1160
5729,8.09,,Godfrey MOORE,02 APR 1939,USA,1,,"Baltimore, MD (USA)",20 JUN 1964,1157
5729,8.09,w,William MILLER,27 AUG 1941,USA,3,,"New York, NY (USA)",03 JUL 1964,1127
5729,8.09,+2.0,Tõnu LEPIK,01 MAY 1946,URS,5,,"Estadio Olímpico, Ciudad de México (MEX)",18 OCT 1968,1157
5729,8.09,+1.4,Christian TOURRET,20 SEP 1946,FRA,2,,Paris (FRA),14 JUN 1970,1157
5729,8.09,,Hans BAUMGARTNER,20 MAY 1949,FRG,1,,München (GER),22 JUL 1972,1157
5729,8.09,,Henry HINES,12 FEB 1949,USA,1,,"Portland, OR (USA) (i)",31 MAR 1973,1157
5729,8.09,,Jerry PROCTOR,04 MAY 1949,USA,1,,"Los Angeles, CA (USA)",17 MAR 1974,1157
5729,8.09,,Jerry PROCTOR,04 MAY 1949,USA,1,,"Westwood, CA (USA)",17 MAR 1974,1157
5729,8.09,,Joshua OWUSU,02 OCT 1948,GHA,1,,"Arkadelphia, AR (USA)",24 MAY 1974,1157
5729,8.09,,Grzegorz CYBULSKI,23 NOV 1951,POL,1,,Kraków (POL),02 JUN 1975,1157
5729,8.09,,Grzegorz CYBULSKI,23 NOV 1951,POL,1,,Zürich (SUI),20 AUG 1975,1157
5729,8.09,,Larry MYRICKS,10 MAR 1956,USA,1,,Montgomery (USA) (i),13 FEB 1976,1157
5729,8.09,,Grzegorz CYBULSKI,23 NOV 1951,POL,1,,Bydgoszcz (POL),22 JUN 1976,1157
5729,8.09,,Frank WARTENBERG,29 MAY 1955,GDR,1,,Warszawa (POL),19 AUG 1976,1157
5729,8.09,+2.1,Charlton EHIZUELEN,30 NOV 1953,NGR,1,,"Des Moines, IA (USA)",28 APR 1977,1145
5729,8.09,,Philippe DEROCHE,11 SEP 1954,FRA,1,,Narbonne (FRA),03 JUL 1977,1157
5729,8.09,+2.9,Carl LEWIS,01 JUL 1961,USA,2,,"Walnut, CA (USA)",15 JUN 1979,1140
5729,8.09,+1.8,Antonio CORGOS,10 MAR 1960,ESP,1,,Bruxelles (BEL),17 JUN 1979,1157
5729,8.09,,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,,Leipzig (GER),23 JUN 1979,1157
5729,8.09,,Gary HONEY,26 JUL 1959,AUS,2,,Québec (CAN),11 AUG 1979,1157
5729,8.09,,Lutz FRANKE,03 JUL 1957,GDR,1,,Berlin (GER) (i),20 JAN 1980,1157
5729,8.09,0.0,Carl LEWIS,01 JUL 1961,USA,1,,"Austin, TX (USA)",04 APR 1980,1157
5729,8.09,+2.0,Uwe LANGE,13 DEC 1954,GDR,4,,Berlin (GER),28 MAY 1980,1157
5729,8.09,+0.2,Antonio CORGOS,10 MAR 1960,ESP,7,,"Lenin Stadium, Moskva (URS)",28 JUL 1980,1157
5729,8.09,,Atanas ATANASOV,07 OCT 1956,BUL,1,,Sofia (BUL),01 AUG 1981,1157
5729,8.09,,Jason GRIMES,10 SEP 1959,USA,1,,Karl Marx Stadt (GDR),10 JUL 1982,1157
5729,8.09,+1.5,Jörg KLOCKE,25 JAN 1960,FRG,1,,München (GER),25 JUL 1982,1157
5729,8.09,+0.8,Atanas ATANASOV,07 OCT 1956,BUL,2,,Plovdiv (BUL),14 AUG 1982,1157
5729,8.09,,Larry MYRICKS,10 MAR 1956,USA,1,,Stuttgart (GER),29 AUG 1982,1157
5729,8.09,,Reggie KELLY,30 SEP 1962,USA,1,,"Pontiac, MI (USA) (i)",12 MAR 1983,1157
5729,8.09,w,Troy AMBOREE,12 FEB 1962,USA,1,,"Lake Charles, LA (USA)",01 APR 1983,1127
5729,8.09,+2.0,Zdzisław HOFFMANN,27 AUG 1959,POL,1,,Warszawa (POL),14 MAY 1983,1157
5729,8.09,,Vesco BRADLEY,22 MAY 1953,USA,1,,"Norwalk, CA (USA)",08 JUN 1983,1157
5729,8.09,+0.1,Marco PIOCHI,01 JAN 1957,ITA,1,,Milano (ITA),22 JUN 1983,1157
5729,8.09,+4.2,Vesco BRADLEY,22 MAY 1953,USA,5,,"Colorado Springs, CO (USA)",02 JUL 1983,1132
5729,8.09,+4.0,Gyula PÁLÓCZI,13 SEP 1962,HUN,3,,Budapest (HUN),29 JUL 1983,1133
5729,8.09,+1.1,Nenad STEKIĆ,07 MAR 1951,YUG,5,,"Olympiastadion, Helsinki (FIN)",10 AUG 1983,1157
5729,8.09,,Jason GRIMES,10 SEP 1959,USA,1,,Berlin (GER),17 AUG 1983,1157
5729,8.09,+1.6,Oganes STEPANYAN,10 JAN 1956,URS,2,,London (GBR),20 AUG 1983,1157
5729,8.09,,Larry MYRICKS,10 MAR 1956,USA,2,,Zürich (SUI),24 AUG 1983,1157
5729,8.09,+2.0,Giovanni EVANGELISTI,11 SEP 1961,ITA,,,Rovereto (ITA),07 SEP 1983,1157
5729,8.09,,Matthias KOCH,03 SEP 1962,GDR,2,,Berlin (GER) (i),25 JAN 1984,1157
5729,8.09,,Larry MYRICKS,10 MAR 1956,USA,2,,"East Rutherford, NJ (USA) (i)",11 FEB 1984,1157
5729,8.09,,Jason GRIMES,10 SEP 1959,USA,1,,"Raleigh, NC (USA)",31 MAR 1984,1157
5729,8.09,NWI,László SZALMA,21 OCT 1957,HUN,2,,Torino (ITA),02 JUN 1984,1127
5729,8.09,+1.6,László SZALMA,21 OCT 1957,HUN,1,,Budapest (HUN),23 JUN 1984,1157
5729,8.09,,Ján ČADO,07 MAY 1963,TCH,1,,Barcelona (ESP),08 JUL 1984,1157
5729,8.09,w,Jong-il KIM,11 SEP 1962,KOR,1,,"Eugene, OR (USA)",21 JUL 1984,1127
5729,8.09,NWI,Jaime JEFFERSON,17 JAN 1962,CUB,4,,Budapest (HUN),20 AUG 1984,1127
5729,8.09,,Larry MYRICKS,10 MAR 1956,USA,1,,"Rosemont, IL (USA) (i)",27 JAN 1985,1157
5729,8.09,,Shamil ABBYASOV,16 APR 1957,URS,1,,Moskva (URS) (i),08 FEB 1985,1157
5729,8.09,,Matthias KOCH,03 SEP 1962,GDR,1,,Berlin (GER) (i),24 FEB 1985,1157
5729,8.09,,Dannie JACKSON,11 MAY 1958,USA,1,,Rhede (GER),05 JUL 1985,1157
5729,8.09,,Derek SHELTON,,USA,1,,"Lawrence, KS (USA)",13 JUL 1985,1157
5729,8.09,0.0,Włodzimierz WŁODARCZYK,23 AUG 1957,POL,3,,Rieti (ITA),04 SEP 1985,1157
5729,8.09,,Robert EMMIYAN,16 FEB 1965,URS,2,,"Bruce Stadium, Canberra (AUS)",05 OCT 1985,1157
5729,8.09,,László SZALMA,21 OCT 1957,HUN,3,,"Bruce Stadium, Canberra (AUS)",05 OCT 1985,1157
5729,8.09,+1.6,Norbert BRIGE,09 JAN 1964,FRA,1,,Praha (TCH),24 JUN 1986,1157
5729,8.09,NWI,Atanas CHOCHEV,17 JAN 1957,BUL,1,,Linz (AUT),28 JUN 1986,1127
5729,8.09,+1.1,Ian JAMES,17 JUL 1963,CAN,1,,Karl Marx Stadt (GDR),13 JUL 1986,1157
5729,8.09,NWI,Matthias KOCH,03 SEP 1962,GDR,1,,Dresden (GER),16 AUG 1986,1127
5729,8.09,+0.5,Gary HONEY,26 JUL 1959,AUS,1,,Melbourne (AUS),06 DEC 1986,1157
5729,8.09,,Yussuf ALLI,28 JUL 1960,NGR,2,,"New York, NY (USA) (i)",27 FEB 1987,1157
5729,8.09,w,Elmer WILLIAMS,08 OCT 1964,PUR,1,,San Juan (PUR),11 APR 1987,1127
5729,8.09,w,Tyrus JEFFERSON,14 SEP 1965,USA,2,,"El Paso, TX (USA)",12 APR 1987,1127
5729,8.09,+1.2,Sergey SOROKIN,29 JUL 1963,URS,2,,Tsakhadzor (ARM),22 MAY 1987,1157
5729,8.09,w,Tyrus JEFFERSON,14 SEP 1965,USA,2,,"Knoxville, TN (USA)",23 MAY 1987,1127
5729,8.09,+2.2,Robert EMMIYAN,16 FEB 1965,URS,2,,Torino (ITA),28 MAY 1987,1144
5729,8.09,+0.9,Ron BEER,29 AUG 1965,GDR,2,,Neubrandenburg (GDR),11 JUN 1987,1157
5729,8.09,NWI,Paul EMORDI,25 DEC 1965,NGR,2,,Bratislava (TCH),12 JUN 1987,1127
5729,8.09,+2.2,Jens-Uwe HIRSCHBERG,06 MAY 1964,GDR,2,,Oslo (NOR),04 JUL 1987,1144
5729,8.09,0.0,Leonid VOLOSHIN,30 MAR 1966,URS,1,,Tallinn (EST),31 JUL 1987,1157
5729,8.09,NWI,Martí DIGNÓ,28 AUG 1962,CUB,1,,La Habana (CUB),06 FEB 1988,1127
5729,8.09,,Sergey ZAOZERSKIY,27 JAN 1964,URS,1,,Klaipėda (LTU) (i),05 MAR 1988,1157
5729,8.09,NWI,Vernon GEORGE,06 OCT 1964,USA,1,,"Houston, TX (USA)",06 MAY 1988,1127
5729,8.09,NWI,André ESTER,27 APR 1965,USA,3,,"Houston, TX (USA)",21 MAY 1988,1127
5729,8.09,,Ray HAWKINS,14 JUN 1965,USA,2,,"New Haven, CT (USA)",21 MAY 1988,1157
5729,8.09,+3.3,Vernon GEORGE,06 OCT 1964,USA,6,,"Eugene, OR (USA)",03 JUN 1988,1138
5729,8.09,w,Antonio CORGOS,10 MAR 1960,ESP,1,,Vigo (ESP),13 AUG 1988,1127
5729,8.09,,Dion BENTLEY,26 AUG 1971,USA,1,,"University Park, PA (USA) (i)",18 FEB 1989,1157
5729,8.09,,Leroy BURRELL,21 FEB 1967,USA,1,,"Indianapolis, IN (USA) (i)",10 MAR 1989,1157
5729,8.09,NWI,Gordon MCKEE,12 OCT 1966,USA,2,,"Austin, TX (USA)",07 APR 1989,1127
5729,8.09,0.0,Eugene LICORISH,28 NOV 1964,GRN,1,,Port-of-Spain (TTO),05 MAY 1989,1157
5729,8.09,NWI,Emiel MELLAARD,21 MAR 1966,NED,2,,Barcelona (ESP),12 JUL 1989,1127
5729,8.09,NWI,Stewart FAULKNER,19 FEB 1969,GBR,2,,"Crystal Palace, London (GBR)",14 JUL 1989,1127
5729,8.09,NWI,Larry MYRICKS,10 MAR 1956,USA,1,,Rovereto (ITA),21 JUL 1989,1127
5729,8.09,-0.2,Vladimir RATUSHKOV,1965,URS,1,,Gorkiy (URS),24 JUL 1989,1158
5729,8.09,NWI,Vladimir RATUSHKOV,1965,URS,1,,Gateshead (GBR),05 AUG 1989,1127
5729,8.09,NWI,Gordon LAINE,24 FEB 1958,USA,3,,Köln (GER),20 AUG 1989,1127
5729,8.09,NWI,Mike POWELL,10 NOV 1963,USA,4,,"Stade Louis II, Monaco (MON)",01 SEP 1989,1127
5729,8.09,+1.8,Llewellyn STARKS,10 FEB 1967,USA,3,,"Norwalk, CA (USA)",16 JUN 1990,1157
5729,8.09,+1.6,Igor STRELTSOV,01 MAY 1965,URS,1,,Lugansk (URS),24 JUL 1990,1157
5729,8.09,+0.6,Zunrong CHEN,25 AUG 1962,CHN,1,,Tianjin (CHN),06 AUG 1990,1157
5729,8.09,NWI,Leonid VOLOSHIN,30 MAR 1966,URS,3,,Bryansk (URS),11 AUG 1990,1127
5729,8.09,0.0,Borut BILAČ,14 APR 1965,YUG,3,,"Poljud Stadion, Split (CRO)",30 AUG 1990,1157
5729,8.09,,Giovanni EVANGELISTI,11 SEP 1961,ITA,3,,Rieti (ITA),09 SEP 1990,1157
5729,8.09,NWI,Kareem STREETE-THOMPSON,30 MAR 1973,CAY,2f2,,"Austin, TX (USA)",06 APR 1991,1127
5729,8.09,-0.4,Martí DIGNÓ,28 AUG 1962,CUB,1,,La Habana (CUB),16 MAY 1991,1159
5729,8.09,NWI,Jerry HARRIS,16 FEB 1970,USA,3,,"Eugene, OR (USA)",31 MAY 1991,1127
5729,8.09,NWI,Fausto FRIGERIO,13 FEB 1966,ITA,,,Athina (GRE),08 JUL 1991,1127
5729,8.09,+2.3,Catalin SONEL,13 OCT 1969,ROU,2,,Ostrava (TCH),02 AUG 1991,1144
5729,8.09,+2.2,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,1,,Ostrava (TCH),02 AUG 1991,1144
5729,8.09,+0.8,Masaki MORINAGA,27 MAR 1972,JPN,1,,Hiratsuka (JPN),22 SEP 1991,1157
5729,8.09,+0.9,Minggui MA,12 OCT 1966,CHN,1,,Hangzhou (CHN),11 OCT 1991,1157
5729,8.09,,Robert ZMĚLÍK,18 APR 1969,TCH,2,,Praha (TCH) (i),16 FEB 1992,1157
5729,8.09,+2.5,Horace COPELAND,1971,USA,5,,"Austin, TX (USA)",05 JUN 1992,1142
5729,8.09,NWI,Obinna EREGBU,09 NOV 1969,NGR,,,"Austin, TX (USA)",05 JUN 1992,1127
5729,8.09,+1.4,Roman GOLANOWSKI,14 JAN 1969,POL,1,,Grudziadz (POL),12 JUN 1992,1157
5729,8.09,0.0,Jaime JEFFERSON,17 JAN 1962,CUB,2q1,,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1157
5729,8.09,-0.6,Dmitriy BAGRYANOV,18 DEC 1967,EUN,4q2,,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1160
5729,8.09,,Bogdan TUDOR,01 FEB 1970,ROU,1,,Bucureşti (ROU) (i),20 FEB 1993,1157
5729,8.09,NWI,Juan Carlos GARZÓN,16 FEB 1974,CUB,1,,Artemisa (CUB),23 APR 1993,1127
5729,8.09,+0.3,Dietmar HAAF,06 MAR 1967,GER,1,,Dillingen (GER),04 JUN 1993,1157
5729,8.09,0.0,Konstantin KRAUSE,08 OCT 1967,GER,1,,Bad Homburg (GER),10 JUN 1993,1157
5729,8.09,+1.6,Francois FOUCHE,05 JUN 1963,RSA,2,,Bad Cannstatt (GER),04 JUL 1993,1157
5729,8.09,NWI,Chih-Kuo CHAO,09 DEC 1972,TPE,2,,Manila (PHI),03 DEC 1993,1127
5729,8.09,,Galin GEORGIEV,23 MAR 1970,BUL,1,,Dobrich (BUL) (i),05 MAR 1994,1157
5729,8.09,,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,2,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",13 MAR 1994,1157
5729,8.09,,Ivailo MLADENOV,09 OCT 1973,BUL,1q1,,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",13 MAR 1994,1157
5729,8.09,+1.7,Larry MYRICKS,10 MAR 1956,USA,3,,"Tempe, AZ (USA)",02 APR 1994,1157
5729,8.09,-0.5,Ivailo MLADENOV,09 OCT 1973,BUL,1,,"Olympiastadion, Helsinki (FIN)",10 AUG 1994,1160
5729,8.09,-1.1,Erick WALDER,05 NOV 1971,USA,5,,Bruxelles (BEL),19 AUG 1994,1163
5729,8.09,+0.6,Sean ROBBINS,09 OCT 1972,USA,1,,"Emporia, KS (USA)",25 MAY 1995,1157
5729,8.09,+1.1,Dmitriy BAGRYANOV,18 DEC 1967,RUS,,,Moskva (RUS),16 JUN 1995,1157
5729,8.09,0.0,Mike POWELL,10 NOV 1963,USA,3,,Stockholm (SWE),10 JUL 1995,1157
5729,8.09,,Yuriy NAUMKIN,05 NOV 1968,RUS,2,,Paris (FRA) (i),11 FEB 1996,1157
5729,8.09,+1.3,Jaime JEFFERSON,17 JAN 1962,CUB,1,,La Habana (CUB),15 FEB 1996,1157
5729,8.09,,Huang GENG,10 JUL 1970,CHN,1,,Yokohama (JPN) (i),02 MAR 1996,1157
5729,8.09,+2.5,Darius PEMBERTON,10 MAY 1975,USA,2,,"Houston, TX (USA)",04 MAY 1996,1142
5729,8.09,+1.4,Jaime JEFFERSON,17 JAN 1962,CUB,4,,Rio de Janeiro (BRA),05 MAY 1996,1157
5729,8.09,+0.9,Kareem STREETE-THOMPSON,30 MAR 1973,USA,5,,Rio de Janeiro (BRA),05 MAY 1996,1157
5729,8.09,0.0,Hui-Fang NAI,26 FEB 1969,TPE,1,,"Modesto, CA (USA)",11 MAY 1996,1157
5729,8.09,+1.0,Simone BIANCHI,27 JAN 1973,ITA,3,,Formia (ITA),18 MAY 1996,1157
5729,8.09,+1.7,Hans-Peter LOTT,09 MAR 1969,GER,2,,Bad Langensalza (GER),26 MAY 1996,1157
5729,8.09,+1.2,Robert EMMIYAN,16 FEB 1965,ARM,4,,Innsbruck (AUT),29 MAY 1996,1157
5729,8.09,+1.6,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,,Pierre-Bénite (FRA),14 JUN 1996,1157
5729,8.09,+6.9,Robert EMMIYAN,16 FEB 1965,ARM,2,,Evry-Bondoufle (FRA),22 JUN 1996,1116
5729,8.09,+3.3,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,1,,Kuortane (FIN),22 JUN 1996,1138
5729,8.09,-0.6,Kareem STREETE-THOMPSON,30 MAR 1973,USA,2,,Padova (ITA),07 JUL 1996,1160
5729,8.09,+1.5,Emmanuel BANGUÉ,21 JUL 1971,FRA,4q2,,"Olympic Stadium, Atlanta, GA (USA)",28 JUL 1996,1157
5729,8.09,+2.3,Cheikh Tidiane TOURE,25 JAN 1970,SEN,1,,Torino (ITA),14 SEP 1996,1144
5729,8.09,,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,2,,Bucureşti (ROU) (i),26 JAN 1997,1157
5729,8.09,+1.2,Stanislav TARASENKO,22 JUL 1966,RUS,3,,Moskva (RUS),08 JUN 1997,1157
5729,8.09,+2.5,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,3,,"Paavo Nurmen Stadion, Turku (FIN)",13 JUL 1997,1142
5729,8.09,0.0,Tomas BARDAUSKAS,22 MAR 1975,LTU,1,,Kaunas (LTU),19 JUL 1997,1157
5729,8.09,-0.1,Maurice WIGNALL,17 APR 1976,JAM,1q1,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1157
5729,8.09,+1.5,Cheikh Tidiane TOURE,25 JAN 1970,SEN,2q2,,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1157
5729,8.09,,Kirill SOSUNOV,01 NOV 1975,RUS,1,,Orel (RUS) (i),24 JAN 1998,1157
5729,8.09,+1.7,Jai TAURIMA,26 JUN 1972,AUS,2,,Perth (AUS),24 JAN 1998,1157
5729,8.09,,Aleksey MUSIKHIN,08 NOV 1975,RUS,1,,Moskva (RUS) (i),13 FEB 1998,1157
5729,8.09,+2.2,Shane HAIR,24 OCT 1975,AUS,1,,Melbourne (AUS),14 MAR 1998,1144
5729,8.09,0.0,Roland MCGHEE,15 OCT 1971,USA,1,,"Clemson, SC (USA)",16 MAY 1998,1157
5729,8.09,-0.9,Kirill SOSUNOV,01 NOV 1975,RUS,1,,Tartu (EST),11 JUN 1998,1162
5729,8.09,+0.7,Aleksandr GLAVATSKIY,02 MAY 1970,BLR,3,,Lisboa (POR),20 JUN 1998,1157
5729,8.09,+0.4,Kirill SOSUNOV,01 NOV 1975,RUS,3,,Luzern (SUI),02 JUL 1998,1157
5729,8.09,-1.8,Cheikh Tidiane TOURE,25 JAN 1970,SEN,3,,Dijon (FRA),05 JUL 1998,1167
5729,8.09,+0.2,Emmanuel BANGUÉ,21 JUL 1971,FRA,1,,La Roche-sur-Yon (FRA),14 JUL 1998,1157
5729,8.09,-0.4,Joan Lino MARTÍNEZ,17 JAN 1978,CUB,3,,Maracaibo (VEN),17 AUG 1998,1159
5729,8.09,,Nikolay ATANASOV,11 DEC 1974,BUL,1,,Sofia (BUL) (i),21 FEB 1999,1157
5729,8.09,0.0,Konstantin KRAUSE,08 OCT 1967,GER,1,,Wesel (GER),24 MAY 1999,1157
5729,8.09,+2.0,Cheikh Tidiane TOURE,25 JAN 1970,FRA,1,,Mulhouse (FRA),19 JUN 1999,1157
5729,8.09,+1.7,Masaki MORINAGA,27 MAR 1972,JPN,2,,Sapporo (JPN),25 JUL 1999,1157
5729,8.09,+0.7,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,2,,Chania (GRE),28 JUL 1999,1157
5729,8.09,0.0,Cheikh Tidiane TOURE,25 JAN 1970,FRA,5,,"Stade Louis II, Monaco (MON)",04 AUG 1999,1157
5729,8.09,+1.5,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,3,,Zagreb (CRO),16 AUG 1999,1157
5729,8.09,+0.3,Kevin DILWORTH,14 FEB 1974,USA,3q1,,"La Cartuja, Sevilla (ESP)",26 AUG 1999,1157
5729,8.09,0.0,Mohamed Hassine MERSAL HATEM,20 JAN 1975,EGY,1,,Johannesburg (RSA),15 SEP 1999,1157
5729,8.09,+0.1,Peter BURGE,03 JUL 1974,AUS,1,,Canberra (AUS),15 JAN 2000,1157
5729,8.09,,Gregor CANKAR,25 JAN 1975,SLO,3,,Madrid (ESP) (i),16 FEB 2000,1157
5729,8.09,+0.7,Jai TAURIMA,26 JUN 1972,AUS,2,,Sydney (AUS),26 FEB 2000,1157
5729,8.09,,Mesut YAVAS,14 APR 1978,TUR,1,,"Ames, IA (USA) (i)",03 MAR 2000,1157
5729,8.09,+0.4,Hongning LIU,13 OCT 1976,CHN,1,,Shijiazhuang (CHN),28 APR 2000,1157
5729,8.09,0.0,Savanté STRINGFELLOW,06 NOV 1978,USA,1,,"Philadelphia, PA (USA)",28 APR 2000,1157
5729,8.09,+7.5,Darius PEMBERTON,10 MAY 1975,USA,2,,"Houston, TX (USA)",06 MAY 2000,1112
5729,8.09,+3.9,Roland MCGHEE,15 OCT 1971,USA,1,,"Knoxville, TN (USA)",18 MAY 2000,1134
5729,8.09,+2.9,Cleavon DILLON,05 OCT 1982,TTO,1,,San Juan (PUR),14 JUL 2000,1140
5729,8.09,+0.7,Emmanuel BANGUÉ,21 JUL 1971,FRA,2,,Bron (FRA),23 JUL 2000,1157
5729,8.09,+0.3,Peter BURGE,03 JUL 1974,AUS,1,,Sydney (AUS),19 AUG 2000,1157
5729,8.09,+1.2,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,5,,Thessaloniki (GRE),30 AUG 2000,1157
5729,8.09,+0.9,Jai TAURIMA,26 JUN 1972,AUS,2q1,,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1157
5729,8.09,-0.4,Stephan LOUW,26 FEB 1975,NAM,1,,Johannesburg (RSA),07 FEB 2001,1159
5729,8.09,+0.6,Savanté STRINGFELLOW,06 NOV 1978,USA,2,,"Columbia, SC (USA)",12 MAY 2001,1157
5729,8.09,+2.9,Robert HOWARD,26 NOV 1975,USA,5,,"Eugene, OR (USA)",22 JUN 2001,1140
5729,8.09,-0.1,Kevin DILWORTH,14 FEB 1974,USA,3,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2001,1157
5729,8.09,+3.0,Simon SUNDSTEN,27 MAY 1978,FIN,2,,Visby (SWE),19 JUL 2001,1139
5729,8.09,-1.8,Miguel PATE,13 JUN 1979,USA,3,,"Orlando, FL (USA)",22 JUL 2001,1167
5729,8.09,-0.4,Miguel PATE,13 JUN 1979,USA,,,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1159
5729,8.09,+2.2,Siniša ERGOTIĆ,14 SEP 1968,CRO,3,,Padova (ITA),26 AUG 2001,1144
5729,8.09,+0.9,Dalong LI,21 OCT 1980,CHN,2q2,,Beijing (CHN),27 AUG 2001,1157
5729,8.09,,Walter DAVIS,02 JUL 1979,USA,1,,"Baton Rouge, LA (USA) (i)",26 JAN 2002,1157
5729,8.09,+1.2,Savanté STRINGFELLOW,06 NOV 1978,USA,2,,Doha (QAT),15 MAY 2002,1157
5729,8.09,+2.7,Siniša ERGOTIĆ,14 SEP 1968,CRO,2,,Villeneuve (FRA),16 JUN 2002,1141
5729,8.09,+1.4,Hussein Taher AL SABEE,14 NOV 1979,KSA,1,,Colombo (SRI),12 AUG 2002,1157
5729,8.09,,Dwight PHILLIPS,01 OCT 1977,USA,2,,Erfurt (GER) (i),31 JAN 2003,1157
5729,8.09,,Yago LAMELA,24 JUL 1977,ESP,1,,Leipzig (GER) (i),15 FEB 2003,1157
5729,8.09,,Luis Felipe MÉLIZ,11 AUG 1979,CUB,2,,Athina (GRE) (i),06 MAR 2003,1157
5729,8.09,+1.7,Kevin DILWORTH,14 FEB 1974,USA,3,,Gateshead (GBR),13 JUL 2003,1157
5729,8.09,-0.3,Yago LAMELA,24 JUL 1977,ESP,3,,Madrid (ESP),19 JUL 2003,1158
5729,8.09,+0.9,Dănuţ SIMION,25 JAN 1983,ROU,3,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUL 2003,1157
5729,8.09,+0.6,Ruslan GATAULLIN,01 DEC 1979,RUS,4,,Tula (RUS),10 AUG 2003,1157
5729,8.09,,James BECKFORD,09 JAN 1975,JAM,1,,Chemnitz (GER) (i),27 FEB 2004,1157
5729,8.09,,Iván PEDROSO,17 DEC 1972,CUB,8,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1157
5729,8.09,+2.4,Yoelmis PACHECO,09 JUN 1982,CUB,1,,La Habana (CUB),12 MAR 2004,1143
5729,8.09,+1.1,Yann DOMENECH,17 MAR 1979,FRA,1,,Bron (FRA),20 MAY 2004,1157
5729,8.09,0.0,Siniša ERGOTIĆ,14 SEP 1968,CRO,1,,Dolenjske Toplice (SLO),13 JUN 2004,1157
5729,8.09,+1.2,James BECKFORD,09 JAN 1975,JAM,1,,Erfurt (GER),13 JUN 2004,1157
5729,8.09,+1.5,Yann DOMENECH,17 MAR 1979,FRA,1,,Strasbourg (FRA),28 JUN 2004,1157
5729,8.09,+0.7,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,,"Stadio Zecchini, Grosseto (ITA)",14 JUL 2004,1157
5729,8.09,+0.9,Frederic ERIN,23 APR 1980,FRA,5,,Sotteville-lès-Rouen (FRA),18 JUL 2004,1157
5729,8.09,+0.3,Vitaliy SHKURLATOV,25 MAY 1979,RUS,4q2,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1157
5729,8.09,,Louis TSATOUMAS,12 FEB 1982,GRE,1q2,,"Palacio de Deportes, Madrid (ESP) (i)",05 MAR 2005,1157
5729,8.09,+1.8,Povilas MYKOLAITIS,23 FEB 1983,LTU,2,,Tallinn (EST),18 JUN 2005,1157
5729,8.09,+3.9,Mattia NUARA,21 DEC 1981,ITA,1,,Donnas (ITA),19 JUN 2005,1134
5729,8.09,0.0,Brian JOHNSON,05 MAR 1980,USA,3,,"Carson, CA (USA)",23 JUN 2005,1157
